uid,reg_date,device,gender,country,age
70113840,42955.70833,and,F,BRA,17
97141699,42618.70833,and,F,USA,16
84110099,42451.70833,and,F,USA,26
77636245,42972.70833,and,M,BRA,16
24894386,42664.70833,and,F,BRA,15
61121433,43158.66667,and,F,USA,17
57320793,42979.70833,and,M,BRA,17
54656771,42562.70833,and,M,USA,19
69251430,42441.66667,iOS,F,TUR,30
58143374,43012.70833,and,F,DEU,15
85926215,42600.70833,iOS,M,BRA,15
34442096,42948.70833,and,F,USA,43
39091272,42672.70833,and,M,USA,18
95189139,42999.70833,iOS,M,USA,22
26886843,42831.70833,and,M,USA,15
85912029,43123.66667,and,M,USA,16
80882457,42784.66667,iOS,M,BRA,18
63122981,42880.70833,and,F,USA,15
56234235,42675.70833,iOS,F,DEU,21
99014676,42976.70833,and,F,FRA,16
18729471,42958.70833,and,F,TUR,15
18100145,43083.66667,iOS,M,BRA,25
21742274,42899.70833,iOS,M,DEU,18
83300381,42879.70833,and,F,FRA,21
89994428,42200.70833,iOS,M,BRA,16
67573568,42949.70833,and,F,USA,31
80481933,42848.70833,and,M,BRA,15
84111114,43012.70833,and,F,FRA,15
88027357,42468.70833,iOS,F,USA,19
41851199,43045.66667,and,F,DEU,25
69405229,42144.70833,iOS,F,TUR,20
35054919,43155.66667,iOS,M,USA,29
23543063,43062.66667,and,F,BRA,20
41064000,43159.66667,and,M,USA,25
16945647,43170.70833,and,F,USA,15
36963211,42635.70833,iOS,M,DEU,26
62706874,43136.66667,and,M,FRA,19
33444431,43108.66667,iOS,M,BRA,24
96739056,43152.66667,and,F,BRA,28
78683674,43048.66667,and,M,CAN,26
49409339,42981.70833,and,F,TUR,49
90595879,42947.70833,iOS,M,USA,60
39704860,42188.70833,and,M,FRA,18
20657223,42399.66667,and,M,BRA,18
69938744,42798.66667,iOS,F,TUR,24
84496159,42685.66667,and,F,USA,22
38163757,43141.66667,and,M,USA,27
43660958,43106.66667,iOS,M,USA,15
20910503,42351.66667,iOS,F,DEU,16
97378331,42781.66667,iOS,F,USA,19
11166990,42926.70833,and,F,TUR,16
88099911,43170.70833,iOS,M,BRA,29
96218127,42485.70833,iOS,F,DEU,20
47906172,43145.66667,and,F,USA,16
84068598,42958.70833,iOS,M,USA,21
25080777,43157.66667,and,M,BRA,19
59323066,43145.66667,and,F,BRA,26
45237522,43139.66667,and,M,DEU,16
60772502,43136.66667,iOS,M,USA,18
40004771,42697.66667,iOS,M,BRA,15
83436922,42328.66667,and,F,USA,19
20424057,43086.66667,and,F,USA,18
75340347,42751.66667,and,F,BRA,29
70187492,43137.66667,iOS,M,USA,23
89735560,42845.70833,and,F,TUR,23
75486692,42681.66667,iOS,F,CAN,22
62357196,42350.66667,iOS,F,DEU,34
88939105,43163.66667,iOS,M,DEU,28
85313229,42384.66667,and,F,FRA,22
31775119,43024.70833,and,F,DEU,21
74545341,42399.66667,iOS,F,USA,15
96940861,43173.70833,and,M,USA,25
41136350,43044.66667,iOS,M,USA,18
97516458,43080.66667,iOS,F,BRA,26
78788524,43102.66667,and,F,BRA,19
46919568,42698.66667,iOS,F,USA,15
87976773,42945.70833,iOS,F,USA,17
95889233,42283.70833,iOS,F,BRA,15
43621616,43052.66667,and,M,USA,15
53147677,43113.66667,and,F,USA,38
74830792,42510.70833,iOS,M,DEU,27
89799107,43088.66667,and,F,TUR,16
16182727,42892.70833,iOS,F,USA,20
49342842,42955.70833,and,F,TUR,24
88110371,43071.66667,iOS,M,USA,20
73253351,43017.70833,and,M,USA,49
12753383,43138.66667,and,M,USA,18
37713291,43044.66667,and,M,USA,26
68670457,42837.70833,and,M,CAN,17
50331360,42961.70833,and,F,CAN,17
15242563,42396.66667,iOS,M,DEU,15
55532940,43105.66667,iOS,F,USA,18
68169354,43140.66667,and,M,TUR,17
75932391,43056.66667,and,M,BRA,18
90917929,42619.70833,and,F,DEU,29
52375269,43135.66667,and,F,USA,25
42362037,43060.66667,iOS,F,USA,28
99655204,43163.66667,and,M,USA,17
18789670,43052.66667,iOS,M,USA,16
92318878,42560.70833,iOS,F,USA,15
96717230,42942.70833,iOS,F,BRA,21
95746517,43121.66667,and,M,USA,20
61155736,43124.66667,and,F,DEU,23
94532640,42849.70833,iOS,F,BRA,35
59141269,43169.66667,and,M,FRA,34
63832126,43163.66667,and,F,FRA,16
61657495,42710.66667,iOS,M,FRA,22
80302597,43138.66667,and,M,BRA,32
79667519,42913.70833,and,M,BRA,19
74779596,42795.66667,and,F,TUR,36
34215807,42470.70833,iOS,F,DEU,15
69596866,42989.70833,and,F,TUR,28
21488890,42508.70833,iOS,M,TUR,24
38251666,42948.70833,iOS,F,DEU,16
49523586,42891.70833,iOS,M,DEU,15
35120378,42340.66667,iOS,F,CAN,28
91244119,43035.70833,iOS,F,USA,20
14535441,42748.66667,and,F,USA,18
63293492,42651.70833,and,M,BRA,36
17414092,43131.66667,and,F,USA,23
68045642,42935.70833,and,F,TUR,25
73631419,42866.70833,iOS,F,USA,36
15641848,42930.70833,and,M,USA,15
99306420,42747.66667,and,M,CAN,30
54732058,43119.66667,and,M,FRA,18
78053771,43052.66667,and,M,BRA,19
41400188,42775.66667,and,M,USA,24
13666240,42601.70833,iOS,F,DEU,16
30875586,42702.66667,iOS,F,USA,20
73474140,42975.70833,and,M,TUR,15
54897829,42993.70833,and,F,BRA,17
62412326,42938.70833,iOS,F,USA,22
66257353,43094.66667,iOS,M,FRA,24
62697255,42811.70833,iOS,M,BRA,31
74567012,42990.70833,and,M,USA,19
83799077,42913.70833,and,F,BRA,16
99649246,43075.66667,iOS,F,USA,28
21979853,42228.70833,and,F,DEU,19
40466323,43150.66667,and,F,USA,24
49850942,42927.70833,and,M,DEU,18
91313426,42971.70833,and,M,TUR,49
20178822,43102.66667,and,M,BRA,17
16693750,43161.66667,iOS,F,DEU,36
50878996,42837.70833,and,F,USA,37
82685303,42908.70833,and,M,BRA,22
52231210,43094.66667,and,F,USA,25
28349422,43071.66667,iOS,M,USA,22
34577614,43127.66667,and,F,BRA,24
12581766,43119.66667,and,M,BRA,24
14714165,43109.66667,and,F,USA,17
28742629,42722.66667,and,F,BRA,21
41356530,42611.70833,and,F,BRA,18
25881423,42713.66667,and,M,BRA,15
31534722,42261.70833,iOS,F,BRA,24
94916018,42646.70833,and,M,USA,27
17103701,43148.66667,and,F,BRA,16
76991815,43176.70833,iOS,F,USA,21
63749636,43153.66667,iOS,F,USA,26
42596465,43176.70833,and,F,DEU,15
50364205,43059.66667,and,F,USA,31
32286624,42923.70833,iOS,M,BRA,15
55564669,43041.70833,and,M,BRA,60
35730605,42580.70833,iOS,M,TUR,20
58998645,42360.66667,and,F,USA,20
21648809,43148.66667,and,F,BRA,22
47635821,42256.70833,iOS,M,DEU,24
44779868,42500.70833,and,M,BRA,19
70894334,42936.70833,and,M,BRA,16
98588061,43084.66667,and,F,USA,17
82384009,42534.70833,iOS,F,USA,29
70950820,43067.66667,and,M,BRA,25
81183792,43084.66667,iOS,F,USA,22
64091255,43057.66667,and,F,USA,33
32414627,43017.70833,and,M,BRA,16
40559523,42993.70833,and,F,DEU,16
53061030,43071.66667,and,F,TUR,15
80667535,43155.66667,and,M,USA,20
31365066,43160.66667,iOS,F,USA,17
88290765,43097.66667,iOS,M,USA,28
99714071,43163.66667,and,M,DEU,18
37586224,43020.70833,iOS,F,USA,25
49316683,43045.66667,and,F,USA,23
86317184,42310.66667,iOS,F,USA,31
56956725,42837.70833,iOS,F,USA,31
23425823,43087.66667,and,M,USA,39
75831124,42947.70833,and,F,BRA,17
52927373,42742.66667,iOS,F,USA,21
11119626,43108.66667,and,M,USA,31
60818287,43143.66667,and,M,DEU,27
54865196,42856.70833,and,F,DEU,15
54304154,43171.70833,and,F,FRA,26
74860630,42942.70833,and,F,CAN,19
58567590,43101.66667,and,M,BRA,33
35630433,42601.70833,iOS,M,USA,30
74043444,43076.66667,and,M,USA,43
99875814,43166.66667,and,F,BRA,20
67943958,43025.70833,iOS,F,USA,16
40943744,42840.70833,and,F,BRA,23
20100729,43039.70833,and,F,CAN,24
34447873,42601.70833,and,M,USA,18
89961632,43056.66667,and,F,USA,15
63210867,42919.70833,iOS,F,USA,28
70299452,42294.70833,and,M,CAN,23
87678777,43166.66667,and,M,TUR,31
31057439,42450.70833,iOS,F,USA,28
97629578,43142.66667,and,M,BRA,16
15917683,43082.66667,and,M,TUR,17
32022843,42593.70833,iOS,F,FRA,16
47618823,42948.70833,and,F,FRA,31
49698381,42841.70833,and,M,BRA,34
21072439,42578.70833,and,F,USA,32
67817183,43112.66667,and,F,USA,31
55640594,43117.66667,iOS,F,USA,18
42679243,42972.70833,and,F,BRA,31
48084277,42934.70833,and,F,USA,21
82767659,42623.70833,and,M,CAN,26
39922964,43142.66667,iOS,M,TUR,24
73463404,42576.70833,iOS,F,TUR,21
38752713,42421.66667,and,F,CAN,35
14648454,42859.70833,iOS,F,BRA,15
60971934,42868.70833,iOS,M,BRA,79
79215110,43090.66667,iOS,M,USA,21
51523926,43082.66667,and,F,USA,19
37918985,43017.70833,and,M,TUR,31
44764224,43011.70833,and,M,USA,21
55950695,42748.66667,iOS,F,USA,26
53810552,43135.66667,and,F,USA,24
15788769,43093.66667,and,F,BRA,30
98113280,43157.66667,and,F,USA,15
36018795,42912.70833,iOS,M,BRA,20
58092277,43093.66667,iOS,M,CAN,16
62465330,42797.66667,and,M,USA,23
42341857,42760.66667,and,M,TUR,22
84157958,42880.70833,and,F,USA,30
29352895,43080.66667,iOS,M,USA,21
37958514,42872.70833,iOS,F,BRA,16
14604461,43031.70833,iOS,M,FRA,15
54533737,42219.70833,and,M,BRA,15
92019106,42982.70833,and,M,USA,20
52694446,43072.66667,iOS,M,USA,15
87878499,42695.66667,iOS,M,BRA,30
68483354,42523.70833,and,F,BRA,16
80435011,43162.66667,and,F,FRA,21
45984292,43000.70833,iOS,M,USA,30
29689886,42968.70833,and,F,TUR,42
75124948,42907.70833,iOS,M,USA,15
64782949,42228.70833,iOS,F,USA,29
83137942,42732.66667,and,F,DEU,20
37587329,42687.66667,and,F,USA,21
23539226,43036.70833,and,F,USA,16
91206006,43044.66667,and,F,USA,20
69156920,42991.70833,and,F,BRA,29
30890312,42958.70833,and,F,FRA,23
93545105,42520.70833,iOS,M,TUR,22
15804073,43162.66667,and,M,FRA,20
97554186,43071.66667,iOS,M,BRA,16
45916637,43085.66667,iOS,M,USA,30
81855308,43167.66667,and,F,BRA,28
21483204,43098.66667,iOS,F,USA,19
39683514,42990.70833,iOS,M,CAN,18
35827260,43046.66667,and,F,USA,28
13270278,43157.66667,and,F,USA,22
19639891,42929.70833,and,F,DEU,15
84015304,42886.70833,and,F,DEU,18
72656901,43154.66667,and,M,DEU,26
57004034,43038.70833,iOS,M,TUR,16
82222008,42981.70833,and,M,FRA,21
89833695,42504.70833,and,F,TUR,16
38836427,43042.70833,and,M,FRA,22
30458636,43069.66667,iOS,M,BRA,21
37109241,43104.66667,and,F,FRA,15
64739802,42837.70833,and,F,USA,18
12990938,43159.66667,and,M,BRA,21
37946373,43149.66667,and,M,DEU,21
82790705,42215.70833,and,F,USA,15
47617608,43082.66667,and,F,BRA,16
15517544,42743.66667,iOS,M,FRA,17
32744120,42772.66667,iOS,F,CAN,18
91724013,42618.70833,iOS,F,USA,15
23433125,42426.66667,and,F,TUR,17
76304519,43041.70833,and,M,FRA,35
61341526,42628.70833,and,F,BRA,29
94490759,42921.70833,and,F,BRA,17
29686098,42847.70833,iOS,M,USA,36
28793114,42674.70833,iOS,M,BRA,18
93445802,43112.66667,and,M,BRA,17
84734013,42808.70833,iOS,M,USA,33
65947578,43146.66667,and,F,FRA,34
34693553,43070.66667,iOS,F,TUR,24
64495108,43162.66667,and,M,USA,31
96153702,42990.70833,iOS,M,USA,22
84577252,42837.70833,iOS,M,BRA,15
33378047,42529.70833,and,F,CAN,24
60244069,42326.66667,iOS,F,TUR,22
70108791,42603.70833,and,F,TUR,31
24119321,43083.66667,iOS,F,DEU,16
18716352,42599.70833,and,M,USA,26
89290106,43049.66667,iOS,F,BRA,26
43287822,43125.66667,and,F,USA,19
44154700,43176.70833,and,F,USA,16
77219480,42907.70833,iOS,F,BRA,17
85291214,43133.66667,and,F,USA,36
84461775,43080.66667,iOS,F,USA,28
43673810,42752.66667,iOS,F,DEU,27
76339342,43111.66667,and,M,BRA,15
77113366,42669.70833,iOS,M,CAN,16
84411363,42853.70833,iOS,F,USA,16
55286170,42558.70833,and,F,CAN,17
19962922,42390.66667,iOS,M,USA,19
57327688,42659.70833,and,F,USA,30
56945507,42896.70833,iOS,M,BRA,16
64293476,43071.66667,iOS,M,CAN,24
94411829,43171.70833,and,F,BRA,20
31242168,42942.70833,and,F,FRA,21
67475531,43097.66667,and,F,FRA,20
15109016,42868.70833,and,M,TUR,16
28559663,43019.70833,and,M,TUR,17
87643952,42603.70833,iOS,M,BRA,19
84776285,42678.70833,and,M,USA,19
78009369,42898.70833,and,M,TUR,18
24938465,43090.66667,iOS,M,TUR,15
76676117,43015.70833,and,F,USA,17
19566851,42977.70833,and,F,BRA,15
21436401,43004.70833,and,F,DEU,21
27157939,43072.66667,and,M,USA,17
25535329,42965.70833,iOS,F,USA,15
42491149,42880.70833,and,F,BRA,18
70266410,43069.66667,and,F,USA,21
15136142,42753.66667,iOS,M,DEU,26
11517400,42544.70833,and,F,USA,16
31203145,42378.66667,and,M,BRA,50
80455581,42273.70833,and,M,USA,21
15037257,42922.70833,and,M,USA,15
35996236,43136.66667,and,M,USA,18
21771965,42921.70833,iOS,F,USA,16
64218800,43147.66667,and,F,DEU,22
95058621,43084.66667,and,F,FRA,15
53788047,43022.70833,and,M,BRA,19
58916972,42920.70833,and,F,USA,27
85985116,43168.66667,iOS,M,DEU,23
81866741,42610.70833,and,F,TUR,16
80023312,42746.66667,iOS,M,USA,26
52102237,43154.66667,and,F,BRA,21
78833930,43070.66667,and,F,USA,25
90839116,43088.66667,and,F,USA,47
75195648,42582.70833,and,F,BRA,40
53227432,43142.66667,iOS,M,BRA,34
18747611,42650.70833,iOS,M,BRA,17
44020015,42682.66667,and,F,USA,21
70624039,42967.70833,iOS,F,BRA,27
66362034,42518.70833,and,M,CAN,19
97142751,42949.70833,and,F,BRA,35
38748996,43171.70833,and,M,CAN,17
77032069,43097.66667,and,M,BRA,27
55931341,42851.70833,and,M,FRA,59
37004017,42755.66667,and,M,USA,18
37057461,42356.66667,and,M,BRA,23
66223562,42761.66667,and,M,BRA,15
50314073,43068.66667,and,M,BRA,23
21958401,43093.66667,and,M,USA,19
92651086,43150.66667,and,F,BRA,20
20963546,42895.70833,and,M,DEU,19
93491507,42737.66667,and,F,DEU,26
65685393,42993.70833,and,F,CAN,25
85445055,43026.70833,and,M,USA,39
81246866,42616.70833,iOS,M,CAN,20
59437177,43148.66667,and,M,TUR,24
97468874,42320.66667,and,M,BRA,18
52520471,42520.70833,iOS,M,USA,16
68065534,42440.66667,iOS,F,USA,31
50221524,42773.66667,iOS,F,BRA,16
41703919,42200.70833,and,F,CAN,45
77277269,42900.70833,iOS,F,DEU,26
89650608,43134.66667,iOS,F,USA,22
36500809,42705.66667,and,F,BRA,43
13482670,42305.70833,and,F,USA,19
61581540,43059.66667,iOS,F,USA,21
14449063,43167.66667,iOS,F,DEU,15
22298163,42765.66667,iOS,M,USA,15
25932651,43141.66667,iOS,F,USA,15
94427793,42896.70833,and,F,USA,28
21194093,43153.66667,and,F,TUR,25
54891133,42969.70833,and,F,BRA,28
34053317,42968.70833,and,F,TUR,25
85185035,43085.66667,iOS,F,USA,22
65596163,42343.66667,and,F,DEU,31
40092265,42923.70833,and,F,BRA,35
98077689,43169.66667,and,M,DEU,18
43186811,43140.66667,and,F,BRA,16
52044343,42499.70833,and,M,BRA,44
93426075,42835.70833,and,M,USA,26
36602992,43044.66667,and,M,BRA,31
47596187,43082.66667,and,F,FRA,17
46266011,42954.70833,and,M,USA,25
60039576,42985.70833,and,F,DEU,31
35617953,42972.70833,iOS,F,USA,20
31555021,42890.70833,and,M,USA,26
71812474,43109.66667,iOS,F,BRA,23
55571803,42465.70833,iOS,M,DEU,18
83862347,43164.66667,and,F,USA,18
35286710,42732.66667,iOS,M,TUR,19
52309960,43086.66667,and,F,BRA,23
85912875,42492.70833,iOS,M,BRA,25
63874406,43051.66667,and,F,TUR,15
91038419,42484.70833,and,M,USA,15
67798516,43118.66667,and,M,CAN,15
25888195,42730.66667,and,F,TUR,31
91235288,43074.66667,and,M,USA,15
40791163,42706.66667,iOS,M,FRA,18
80406941,42516.70833,and,F,USA,18
22504413,42969.70833,iOS,F,USA,19
82135797,42846.70833,and,F,BRA,31
48565424,43175.70833,iOS,M,CAN,18
82886649,42330.66667,iOS,M,USA,27
16167868,42274.70833,and,F,DEU,27
53079354,42926.70833,iOS,F,USA,15
80158195,43125.66667,iOS,M,BRA,27
96282488,42559.70833,and,F,TUR,32
95656310,43118.66667,and,F,USA,34
98531496,42336.66667,and,M,BRA,19
68552578,43023.70833,and,F,USA,24
43504265,42490.70833,iOS,F,USA,28
98114339,42571.70833,and,M,BRA,19
23484369,42964.70833,iOS,M,BRA,21
37998584,42988.70833,iOS,M,USA,25
18263839,42841.70833,iOS,F,CAN,22
88425174,43070.66667,and,F,USA,38
98122943,42409.66667,and,M,CAN,20
32094711,42857.70833,and,F,USA,17
34613781,42920.70833,and,M,USA,28
89011732,43171.70833,iOS,F,USA,15
47334181,42922.70833,iOS,F,DEU,26
83313764,43129.66667,and,M,USA,19
93994917,42955.70833,and,M,BRA,20
58511845,43106.66667,iOS,F,USA,36
34256664,42960.70833,iOS,F,USA,19
79892079,43145.66667,and,M,USA,60
39152049,42950.70833,and,M,TUR,18
19492015,42993.70833,and,M,TUR,28
59463309,43173.70833,iOS,F,USA,23
60228247,42997.70833,and,F,USA,16
86502503,42517.70833,iOS,F,FRA,31
77367607,42756.66667,and,F,FRA,44
99561013,43008.70833,iOS,F,TUR,18
76507717,43153.66667,iOS,F,CAN,61
93489921,43115.66667,and,M,DEU,19
90359690,43099.66667,iOS,F,USA,57
73983881,43116.66667,iOS,M,BRA,36
95481632,42965.70833,iOS,M,BRA,16
37191637,43138.66667,and,M,USA,26
42396858,43065.66667,and,F,CAN,29
90925812,43112.66667,and,F,CAN,31
46036537,42152.70833,iOS,M,BRA,24
63082432,42700.66667,iOS,M,TUR,20
89795156,42650.70833,iOS,F,TUR,44
93774138,42491.70833,iOS,F,TUR,17
53539756,43142.66667,iOS,F,BRA,19
55530598,43150.66667,and,M,USA,27
56633734,43165.66667,and,M,USA,26
23454714,43086.66667,and,F,BRA,21
61752917,42417.66667,iOS,M,FRA,16
64561718,43050.66667,and,F,USA,22
80363280,42432.66667,and,M,USA,18
35038840,42718.66667,and,M,DEU,16
45989260,42815.70833,and,M,CAN,16
70789104,43112.66667,iOS,M,BRA,16
27429836,43162.66667,and,F,USA,16
32276518,43093.66667,iOS,F,USA,19
91424606,42941.70833,iOS,F,USA,30
70385007,43170.70833,iOS,M,USA,46
48288628,42636.70833,and,F,TUR,26
49229487,42788.66667,and,M,BRA,15
69030879,43149.66667,iOS,M,USA,18
63409657,42784.66667,and,F,USA,27
41362465,43172.70833,and,M,TUR,23
61336274,43048.66667,and,F,USA,32
68475317,43175.70833,and,M,TUR,53
81560886,43125.66667,and,F,DEU,22
13874408,42761.66667,and,F,USA,17
62948265,43120.66667,iOS,F,USA,23
79401998,42898.70833,iOS,F,BRA,28
17157715,43084.66667,and,F,CAN,32
72672553,42550.70833,and,F,BRA,17
76714747,43164.66667,and,M,BRA,16
58417681,42393.66667,iOS,F,USA,28
82424171,42911.70833,iOS,M,FRA,28
25134497,42320.66667,iOS,F,USA,30
21065998,43041.70833,iOS,M,BRA,15
64577723,42716.66667,and,F,BRA,20
49417770,43165.66667,and,M,TUR,20
17866987,42367.66667,and,M,BRA,28
44904552,42941.70833,and,F,USA,26
89066234,43114.66667,and,M,DEU,17
66716648,43100.66667,and,F,DEU,15
36367940,42484.70833,and,M,TUR,18
11809590,42487.70833,iOS,F,DEU,37
97301624,43129.66667,iOS,F,DEU,18
58914553,42604.70833,iOS,F,BRA,30
56588332,43109.66667,and,M,USA,65
91718203,43018.70833,iOS,M,USA,17
67081054,42890.70833,and,F,DEU,36
36777946,42776.66667,and,M,BRA,24
30452554,43001.70833,iOS,M,TUR,17
20771598,42357.66667,iOS,F,TUR,26
73156828,43075.66667,and,F,BRA,16
93581551,42647.70833,and,F,FRA,55
38138528,42801.66667,and,M,BRA,16
18852279,43073.66667,iOS,F,FRA,27
90807386,43156.66667,and,M,BRA,32
39790818,42120.70833,and,F,USA,15
56655923,42992.70833,and,F,DEU,24
17039482,43097.66667,iOS,M,BRA,58
96100167,42708.66667,and,M,CAN,16
67964589,42329.66667,and,F,DEU,25
33075608,43015.70833,and,M,BRA,17
96764152,42600.70833,and,F,FRA,22
45072760,43052.66667,and,M,FRA,28
59111983,43170.70833,and,F,CAN,28
80754559,43154.66667,and,F,DEU,38
14566281,43169.66667,iOS,F,DEU,16
95795688,43112.66667,iOS,F,BRA,21
15514062,42593.70833,and,M,TUR,15
99135902,42494.70833,iOS,M,USA,15
46083136,43106.66667,and,M,FRA,20
78745251,42888.70833,and,M,USA,15
74459963,43132.66667,and,M,BRA,18
50288707,43045.66667,and,M,BRA,37
51361059,42875.70833,and,M,USA,41
67527826,43090.66667,and,M,BRA,18
14534865,42914.70833,iOS,M,USA,30
36380501,42749.66667,and,F,FRA,17
20417184,42823.70833,and,M,BRA,24
75271614,42903.70833,and,M,TUR,16
70253108,42775.66667,iOS,F,USA,29
51598549,42763.66667,iOS,M,USA,20
86941231,42717.66667,and,M,TUR,32
66628225,43107.66667,and,F,CAN,15
85158494,42879.70833,and,M,BRA,18
17161108,42383.66667,iOS,M,USA,16
78931619,43160.66667,iOS,F,FRA,20
46593914,42830.70833,and,F,FRA,19
96156414,43151.66667,and,M,USA,16
11513250,43152.66667,iOS,F,USA,18
35458603,42848.70833,and,F,BRA,33
38729331,43003.70833,and,M,BRA,41
47070017,42878.70833,and,F,TUR,24
56715726,43044.66667,iOS,F,CAN,32
54985552,42982.70833,and,M,FRA,29
41393900,42959.70833,and,F,BRA,17
97568038,43165.66667,iOS,M,BRA,19
34741354,43172.70833,iOS,M,USA,18
62989297,43086.66667,and,F,CAN,15
23783655,42316.66667,and,M,BRA,31
50454285,42999.70833,and,M,DEU,18
25280279,43164.66667,iOS,M,BRA,21
54297343,42669.70833,and,F,USA,19
81292297,42918.70833,and,M,BRA,18
46915570,42532.70833,and,M,USA,20
80674824,43047.66667,and,F,BRA,23
60123004,42652.70833,iOS,F,CAN,65
34652038,43137.66667,iOS,F,CAN,25
32576473,43172.70833,iOS,F,USA,47
46397958,42751.66667,and,F,USA,16
90799774,42839.70833,and,F,USA,23
11873330,42393.66667,and,M,DEU,21
36451162,43135.66667,and,F,DEU,19
82188207,43066.66667,and,F,DEU,15
64947937,42760.66667,and,F,TUR,31
36578068,43167.66667,and,M,BRA,15
90224949,43096.66667,iOS,M,TUR,22
66378609,43172.70833,iOS,F,FRA,33
64646851,42785.66667,and,M,USA,15
78550161,43105.66667,iOS,M,USA,22
13231721,42823.70833,iOS,F,BRA,15
91921795,42773.66667,and,F,USA,17
53472994,43154.66667,iOS,M,FRA,16
81768530,42415.66667,and,F,USA,21
99286842,43154.66667,and,M,BRA,21
75972343,42860.70833,and,F,TUR,16
23137676,43136.66667,iOS,F,DEU,25
13707223,42541.70833,and,F,USA,25
25889970,42536.70833,iOS,F,FRA,23
69303775,43034.70833,iOS,M,USA,17
21150184,42983.70833,iOS,F,CAN,25
34110705,43124.66667,iOS,F,BRA,28
41217161,42241.70833,iOS,M,TUR,17
74682096,42946.70833,and,F,USA,18
78827675,42117.70833,iOS,F,USA,18
90692872,43163.66667,and,F,FRA,16
41854684,42813.70833,and,F,USA,44
67972857,42146.70833,and,M,USA,18
14137740,43100.66667,and,F,BRA,35
90664390,43093.66667,and,F,USA,16
21812373,43082.66667,and,F,USA,16
48178398,43006.70833,and,M,BRA,16
34799843,42898.70833,and,M,USA,30
16391852,43162.66667,and,M,USA,16
50511591,42216.70833,iOS,F,DEU,16
52837657,42939.70833,and,M,USA,16
58494212,43023.70833,and,M,USA,43
51713317,42647.70833,and,M,TUR,15
38580781,42912.70833,iOS,F,USA,19
26949214,43176.70833,and,M,USA,16
12626622,42804.66667,and,M,BRA,15
18742541,42892.70833,and,M,USA,31
72627600,42794.66667,and,M,USA,36
42934045,43148.66667,and,M,USA,19
36193717,42823.70833,and,M,TUR,15
54706703,42629.70833,and,F,USA,16
28802774,43047.66667,iOS,M,USA,17
78783793,42933.70833,and,M,USA,16
87515803,42694.66667,and,F,USA,29
82764707,43163.66667,iOS,F,CAN,40
57185725,43060.66667,and,F,FRA,17
33352738,43023.70833,iOS,M,DEU,19
53830217,42735.66667,and,M,USA,38
49768268,43130.66667,iOS,F,DEU,40
39493025,42720.66667,iOS,F,BRA,19
49852249,42811.70833,and,F,USA,37
49646136,42964.70833,iOS,M,FRA,17
99403398,43115.66667,iOS,M,USA,24
82865154,42526.70833,and,F,BRA,15
80572818,43081.66667,and,M,USA,30
50143843,43113.66667,and,M,FRA,20
56713439,43026.70833,and,F,USA,21
59106395,43034.70833,and,M,BRA,18
47220274,42971.70833,and,M,USA,25
43421389,42601.70833,and,F,BRA,23
79112602,42204.70833,iOS,M,DEU,30
12023146,43131.66667,and,M,BRA,20
73538427,42888.70833,and,F,BRA,22
90238458,43153.66667,and,M,USA,15
28754604,42949.70833,iOS,M,BRA,40
70049949,42608.70833,iOS,F,BRA,15
56763246,42773.66667,iOS,M,USA,42
66178155,42732.66667,and,M,USA,26
80657304,42918.70833,iOS,M,USA,18
54688189,42714.66667,iOS,F,BRA,19
86883967,42829.70833,and,F,USA,32
34315180,43129.66667,and,M,BRA,25
21838581,42913.70833,iOS,M,USA,45
70754640,42768.66667,and,F,BRA,16
85373354,42887.70833,and,F,USA,21
36133227,42436.66667,and,M,USA,15
31919831,43141.66667,iOS,F,USA,16
21179219,43117.66667,iOS,F,BRA,16
91167453,42207.70833,iOS,M,BRA,18
95885594,43062.66667,and,M,USA,37
66880221,42248.70833,iOS,F,USA,36
97306573,43098.66667,and,F,TUR,17
66422050,42645.70833,iOS,M,TUR,26
57297133,43052.66667,and,M,TUR,20
19276139,43132.66667,and,M,BRA,15
21955043,42887.70833,and,F,USA,27
37922078,43153.66667,and,M,BRA,26
55938012,43176.70833,and,M,BRA,25
94001305,42527.70833,iOS,F,CAN,15
94695237,43132.66667,and,M,USA,23
49626208,42393.66667,and,M,USA,20
89091751,43097.66667,and,F,DEU,16
68633613,42516.70833,and,M,BRA,34
39463379,42924.70833,and,M,USA,26
49457793,42711.66667,iOS,M,DEU,22
55410437,43153.66667,iOS,F,USA,24
26906061,43159.66667,iOS,M,BRA,16
54046612,43116.66667,and,M,DEU,20
51588013,42570.70833,iOS,M,DEU,16
63494421,43080.66667,and,F,BRA,17
90159877,42364.66667,iOS,F,USA,24
56488249,42553.70833,and,F,FRA,28
62906797,42127.70833,iOS,F,BRA,40
19688805,43006.70833,iOS,M,BRA,16
24319499,42868.70833,and,M,DEU,27
29961229,43171.70833,and,F,DEU,22
42765195,43024.70833,iOS,M,DEU,17
95493790,42934.70833,and,M,USA,21
39923584,42853.70833,iOS,F,USA,17
79185289,42905.70833,and,F,BRA,35
16557891,42851.70833,iOS,M,USA,31
46196294,43023.70833,iOS,F,USA,56
23553016,42880.70833,iOS,M,DEU,27
12270741,43042.70833,iOS,M,FRA,21
92077426,43021.70833,and,M,USA,15
23749076,42804.66667,and,M,USA,17
73525680,42059.66667,and,M,USA,24
39170408,43131.66667,iOS,M,USA,21
